Year,CityName,GeographicLevel,Category,Measure,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,CityFIPS,TractFIPS,Short_Question_Text
2014,New Haven,Census Tract,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,2.3,2.2,2.4,0952000,09009142700,Chronic Kidney Disease
2014,New Haven,Census Tract,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,2.4,2.2,2.6,0952000,09009142800,Chronic Kidney Disease
2014,New Haven,Census Tract,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,1.3,1.2,1.4,0952000,09009361401,Chronic Kidney Disease
2014,New Haven,Census Tract,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,0.7,0.7,0.8,0952000,09009361402,Chronic Kidney Disease
2014,New Haven,City,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",62.9,62.3,63.5,0952000,NA,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",71.4,69.0,73.3,0952000,09009140100,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",50.0,46.8,53.2,0952000,09009140200,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",50.0,46.9,53.3,0952000,09009140300,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",55.5,52.2,58.5,0952000,09009140400,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",49.5,46.5,52.5,0952000,09009140500,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",53.0,49.5,56.5,0952000,09009140600,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",57.0,52.8,60.5,0952000,09009140700,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",58.2,54.9,61.3,0952000,09009140800,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",61.2,57.9,64.2,0952000,09009140900,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",74.1,70.7,76.8,0952000,09009141000,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",74.9,72.1,77.0,0952000,09009141100,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",65.9,62.4,69.1,0952000,09009141200,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",63.6,60.9,65.7,0952000,09009141300,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",63.6,60.0,67.1,0952000,09009141400,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",61.2,57.1,65.1,0952000,09009141500,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",62.2,58.2,66.0,0952000,09009141600,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",72.2,69.3,74.2,0952000,09009141800,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",76.4,73.6,78.1,0952000,09009141900,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",72.3,69.5,74.4,0952000,09009142000,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",55.0,51.1,58.7,0952000,09009142100,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",74.1,70.6,76.9,0952000,09009142200,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",52.5,49.3,55.7,0952000,09009142300,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",51.5,48.7,54.5,0952000,09009142400,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",54.9,51.9,57.6,0952000,09009142500,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",59.7,56.9,62.4,0952000,09009142601,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",66.5,64.0,69.0,0952000,09009142603,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",66.0,63.2,69.0,0952000,09009142604,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",61.0,58.8,63.1,0952000,09009142700,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",74.3,70.9,77.3,0952000,09009142800,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",62.4,59.9,64.5,0952000,09009361401,Colorectal Cancer Screening
2014,New Haven,Census Tract,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",64.3,61.9,66.5,0952000,09009361402,Colorectal Cancer Screening
2014,New Haven,City,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.9,5.7,6.0,0952000,NA,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,2.6,2.3,3.0,0952000,09009140100,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,12.5,10.6,14.6,0952000,09009140200,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,7.4,6.7,8.0,0952000,09009140300,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.6,6.1,7.2,0952000,09009140400,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,8.3,7.5,9.1,0952000,09009140500,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,8.3,7.5,9.1,0952000,09009140600,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.1,5.4,7.0,0952000,09009140700,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,8.7,7.9,9.6,0952000,09009140800,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.5,5.8,7.2,0952000,09009140900,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,4.5,3.8,5.3,0952000,09009141000,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,4.8,4.1,5.7,0952000,09009141100,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.2,5.3,7.1,0952000,09009141200,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,4.9,4.4,5.6,0952000,09009141300,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.6,5.8,7.4,0952000,09009141400,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,8.2,7.1,9.5,0952000,09009141500,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,7.1,6.2,8.2,0952000,09009141600,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,3.4,3.0,3.9,0952000,09009141800,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,2.5,2.2,2.9,0952000,09009141900,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,2.8,2.4,3.4,0952000,09009142000,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.5,5.7,7.2,0952000,09009142100,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,3.8,3.1,4.6,0952000,09009142200,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.6,6.0,7.4,0952000,09009142300,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.7,6.3,7.2,0952000,09009142400,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.8,6.2,7.4,0952000,09009142500,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.5,5.9,7.1,0952000,09009142601,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,9.4,8.2,10.7,0952000,09009142603,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.9,5.3,6.5,0952000,09009142604,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.8,5.3,6.3,0952000,09009142700,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.2,4.4,6.2,0952000,09009142800,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,3.3,2.8,3.8,0952000,09009361401,COPD
2014,New Haven,Census Tract,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,2.2,1.8,2.5,0952000,09009361402,COPD
2014,New Haven,City,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",30.7,29.8,31.6,0952000,NA,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",35.2,30.6,38.9,0952000,09009140100,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",27.3,21.4,33.1,0952000,09009140200,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",23.7,20.4,27.3,0952000,09009140300,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",28.9,25.2,32.6,0952000,09009140400,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",22.3,19.2,25.7,0952000,09009140500,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",24.5,21.2,28.0,0952000,09009140600,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",26.4,22.9,30.2,0952000,09009140700,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",24.8,21.8,28.1,0952000,09009140800,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",27.5,23.3,31.3,0952000,09009140900,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",38.1,32.5,43.1,0952000,09009141000,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",36.5,31.8,40.8,0952000,09009141100,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",29.4,25.1,33.4,0952000,09009141200,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",30.7,26.7,34.4,0952000,09009141300,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",28.0,24.3,32.5,0952000,09009141400,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",23.3,18.9,28.1,0952000,09009141500,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",24.5,20.3,29.2,0952000,09009141600,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",36.7,32.5,40.8,0952000,09009141800,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",40.4,35.8,44.5,0952000,09009141900,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",37.9,34.0,41.2,0952000,09009142000,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",25.0,20.6,29.6,0952000,09009142100,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",37.2,32.6,41.4,0952000,09009142200,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",27.2,23.5,31.0,0952000,09009142300,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",24.8,21.9,27.9,0952000,09009142400,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",27.5,24.0,31.3,0952000,09009142500,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",30.1,25.8,34.2,0952000,09009142601,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",31.2,27.2,35.5,0952000,09009142603,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",32.7,28.3,36.9,0952000,09009142604,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",31.8,27.9,35.8,0952000,09009142700,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",39.1,33.9,44.5,0952000,09009142800,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",31.5,28.0,34.8,0952000,09009361401,Core preventive services for older men
2014,New Haven,Census Tract,Prevention,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",34.3,30.1,38.7,0952000,09009361402,Core preventive services for older men
2014,New Haven,City,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",31.4,30.5,32.3,0952000,NA,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",37.7,34.8,40.3,0952000,09009140100,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",20.9,16.7,26.0,0952000,09009140200,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",22.6,19.8,26.1,0952000,09009140300,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",28.5,25.3,31.6,0952000,09009140400,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",22.1,18.9,25.7,0952000,09009140500,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",23.5,20.5,26.7,0952000,09009140600,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",26.7,22.0,31.2,0952000,09009140700,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",25.3,22.0,28.9,0952000,09009140800,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",29.6,25.8,33.2,0952000,09009140900,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",41.5,36.1,46.0,0952000,09009141000,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",40.2,35.7,44.3,0952000,09009141100,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",32.4,28.3,36.6,0952000,09009141200,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",29.5,26.3,32.6,0952000,09009141300,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",30.1,26.1,34.0,0952000,09009141400,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",26.2,21.8,30.4,0952000,09009141500,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",27.7,23.6,31.9,0952000,09009141600,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",39.2,35.3,42.7,0952000,09009141800,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",43.9,39.2,47.3,0952000,09009141900,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",40.7,36.8,43.9,0952000,09009142000,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",25.3,21.4,29.3,0952000,09009142100,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",41.4,36.0,45.8,0952000,09009142200,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",26.0,22.9,29.2,0952000,09009142300,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",25.0,22.7,27.6,0952000,09009142400,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",26.8,23.5,30.3,0952000,09009142500,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",31.0,27.4,34.4,0952000,09009142601,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",31.7,27.8,35.6,0952000,09009142603,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",35.3,31.0,39.9,0952000,09009142604,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",31.7,28.6,34.9,0952000,09009142700,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",42.6,37.3,48.0,0952000,09009142800,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",32.8,29.4,36.0,0952000,09009361401,Core preventive services for older women
2014,New Haven,Census Tract,Prevention,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",36.4,31.2,41.5,0952000,09009361402,Core preventive services for older women
2014,New Haven,City,Health Outcomes,Coronary heart disease among adults aged >=18 Years,4.9,4.8,5.0,0952000,NA,Coronary Heart Disease
2014,New Haven,Census Tract,Health Outcomes,Coronary heart disease among adults aged >=18 Years,2.1,2.0,2.3,0952000,09009140100,Coronary Heart Disease
2014,New Haven,Census Tract,Health Outcomes,Coronary heart disease among adults aged >=18 Years,12.2,10.7,13.8,0952000,09009140200,Coronary Heart Disease
2014,New Haven,Census Tract,Health Outcomes,Coronary heart disease among adults aged >=18 Years,5.7,5.3,6.1,0952000,09009140300,Coronary Heart Disease
2014,New Haven,Census Tract,Health Outcomes,Coronary heart disease among adults aged >=18 Years,5.3,5.0,5.7,0952000,09009140400,Coronary Heart Disease
2014,New Haven,Census Tract,Health Outcomes,Coronary heart disease among adults aged >=18 Years,6.2,5.7,6.6,0952000,09009140500,Coronary Heart Disease
2014,New Haven,Census Tract,Health Outcomes,Coronary heart disease among adults aged >=18 Years,7.1,6.6,7.6,0952000,09009140600,Coronary Heart Disease
2014,New Haven,Census Tract,Health Outcomes,Coronary heart disease among adults aged >=18 Years,4.3,3.9,4.6,0952000,09009140700,Coronary Heart Disease
2014,New Haven,Census Tract,Health Outcomes,Coronary heart disease among adults aged >=18 Years,7.2,6.7,7.8,0952000,09009140800,Coronary Heart Disease
2014,New Haven,Census Tract,Health Outcomes,Coronary heart disease among adults aged >=18 Years,4.8,4.4,5.1,0952000,09009140900,Coronary Heart Disease
2014,New Haven,Census Tract,Health Outcomes,Coronary heart disease among adults aged >=18 Years,4.6,4.2,5.2,0952000,09009141000,Coronary Heart Disease
